,count,mean,std,min,25%,50%,75%,max
right_bed_rock_elevation,62331.0,-3.647842573410214e-17,1.0000080217871818,-2.5894225790359484,-0.6574371091995929,-0.007894836877349886,0.6305532040246439,2.562538673860999
right_precipitation,62331.0,8.207645790172982e-17,1.0000080217871201,-2.526945690009098,-0.7465247386781275,-0.4199787887312229,0.4404225622091859,2.2208435135401565
right_air_temperature,62331.0,1.586811519433443e-16,1.000008021787192,-2.6805068880300933,-0.6224625658814935,0.03965526989490553,0.7495669822175732,2.329697202531769
right_ocean_temperature,62331.0,-5.009946990321588e-14,1.000008021787174,-2.371711747382112,-0.594174549769012,-0.10299234762797325,0.5908502486396949,2.3683874462527155
lower_left_bed_rock_elevation,62331.0,-3.2830583160691927e-17,1.0000080217872451,-2.5679435577541447,-0.6603320207315989,0.004238895586182934,0.6114090039500983,2.519020540972644
lower_left_precipitation,62331.0,1.6232899451675453e-16,1.000008021787185,-2.4948377131793915,-0.7348455888420201,-0.41640122691469855,0.4384824940495609,2.1984746183869324
lower_left_air_temperature,62331.0,4.906348261236739e-16,1.0000080217871208,-2.4515045976083094,-0.5378354606587168,0.06103738641198176,0.737943963974345,2.651613100923936
lower_left_ocean_temperature,62331.0,-2.6133144195910776e-14,1.0000080217871667,-2.2060835516189505,-0.5254134537159786,-0.05906029724302242,0.5950332782193095,2.2757033761222023
bottom_bed_rock_elevation,62331.0,3.647842573410214e-18,1.0000080217871687,-2.6021676690551256,-0.6660408087618767,-0.009962264691206766,0.6247104314336227,2.560837291726872
bottom_precipitation,62331.0,-7.295685146820428e-18,1.0000080217870726,-2.4987477314825464,-0.7416578651815838,-0.4198599664106987,0.4297353790190578,2.18682524532002
bottom_air_temperature,62331.0,-1.5102068253918287e-15,1.0000080217871998,-2.6165763817393666,-0.6057639359408077,0.040473061051873684,0.7347776945915632,2.7455901403901213
bottom_ocean_temperature,62331.0,9.55005185718794e-15,1.0000080217872238,-2.3320956334731964,-0.5781125255816677,-0.09422263753145631,0.5912095463461133,2.345192654237765
lower_right_bed_rock_elevation,62331.0,-1.550333093699341e-17,1.000008021787135,-2.602127672623459,-0.6626741297007139,-0.006833916642421473,0.6302948989144491,2.569748441837194
lower_right_precipitation,62331.0,-5.654155988785832e-17,1.0000080217872496,-2.4944369819078562,-0.7361598346623912,-0.4201849998285464,0.4360249301679189,2.1943020774133837
lower_right_air_temperature,62331.0,-4.888109048369687e-16,1.0000080217872123,-2.502341428591042,-0.5561356297743023,0.05500843837134229,0.741334902770191,2.3722822622593673
lower_right_ocean_temperature,62331.0,6.564657495109021e-14,1.0000080217871776,-2.2449609704576217,-0.5408241743883992,-0.07260436728837179,0.5952670229910175,2.2994038190602013
bed_rock_elevation_3_years_ago,62331.0,1.3223429328612026e-17,1.0000080217871719,-2.5823734119320663,-0.6558329831619927,-0.004745535166188566,0.628527302684723,2.5550677314547965
precipitation_3_years_ago,62331.0,-3.647842573410214e-18,1.0000080217872256,-2.522424548138101,-0.7488994919322911,-0.4291017335558973,0.433450545538249,2.2069756017440585
air_temperature_3_years_ago,62331.0,-2.265310238087743e-15,1.0000080217871767,-2.724119610699835,-0.65280622222167,0.04986512430365105,0.7280693700971069,2.7869360102044944
ocean_temperature_3_years_ago,62331.0,3.032816315533252e-14,1.0000080217871934,-2.405951951336534,-0.6107811037733711,-0.11315851290870635,0.58599946126871,2.3811703088317904
bed_rock_elevation_2_years_ago,62331.0,1.823921286705107e-18,1.0000080217871947,-2.5950375800454393,-0.6605617566565563,-0.004596514653163645,0.6290887922693659,2.5635646156582492
precipitation_2_years_ago,62331.0,-1.5138546679652388e-16,1.0000080217872307,-2.5328917757462364,-0.7523007231742727,-0.43119875842186456,0.43475997854036974,2.2153510311123332
air_temperature_2_years_ago,62331.0,1.0505786611421417e-15,1.0000080217871747,-2.8839874039041846,-0.7125507228138932,0.034745209842898736,0.7350737312463005,2.905868285217883
ocean_temperature_2_years_ago,62331.0,-5.266755107489667e-14,1.000008021787207,-2.5214430749738876,-0.656820506889562,-0.14072932443144456,0.5862612051666269,2.4508837732508675
bed_rock_elevation_1_year_ago,62331.0,1.276744900693575e-17,1.0000080217871734,-2.592970547093831,-0.6598429101527834,-0.006439273363259824,0.628908847807915,2.5620364847489623
precipitation_1_year_ago,62331.0,-2.3710976727166392e-17,1.000008021787116,-2.5433372351308146,-0.7567283935567535,-0.43174123765272565,0.4343441674926203,2.2209530090666814
air_temperature_1_year_ago,62331.0,1.313223326427677e-16,1.000008021787181,-3.065001645315097,-0.7787040319839735,0.019247880847550275,0.7454943769034392,3.031791990234563
ocean_temperature_1_year_ago,62331.0,-2.6118552825617133e-14,1.000008021787178,-2.6493371272234234,-0.7083617823230987,-0.17093850307052044,0.5856217809438142,2.5265971258442277
ice_thickness,62331.0,1917.8634570688944,1077.8319296910051,0.0104743046686,967.819152832,2080.35620117,2843.658569335,4586.45166016
